transaction_id,account_id,date,amount,type,merchant_id
6a4a5e31,7e211b04,2024-05-17 16:56:25.560056,285.56,Debit,4a34dbe7
86b036dc,10001ef5,2023-11-12 05:54:03.128784,28.97,Credit,ec61d128
6841f103,7d40453a,2023-08-26 07:18:54.468361,322.62,Debit,009a6b1f
8d3ad881,ef785919,2024-02-22 09:23:39.555001,470.16,Debit,66020d54
f3899f6b,986ecd10,2023-08-03 14:01:13.330461,342.9,Credit,f810fe58
f4d40a61,b8e3bec2,2024-06-12 13:25:40.972898,434.95,Credit,2c1098d6
80775c49,00a572a7,2024-07-30 06:43:20.187823,398.78,Debit,aca2ee9d
c932e53a,9f271a30,2023-06-05 10:27:57.831685,459.94,Debit,7615700f
bddb701e,e05ad7ee,2023-10-04 14:12:05.179329,303.5,Debit,009a6b1f
fc1066fd,2f7a2393,2023-02-05 22:08:02.632907,26.76,Credit,65e24620
d8c88291,e5122086,2024-10-15 19:34:53.477482,100.06,Debit,f810fe58
ebdd30b1,61e90f28,2024-03-20 04:07:25.582342,312.81,Credit,aca2ee9d
1dda9196,b4cdd0c2,2023-12-15 12:51:15.324242,5.94,Debit,fa2e7c66
799a9b04,3ab6c50f,2024-05-04 05:56:26.033035,316.33,Debit,9f3a5c1a
1166aa70,d721ff46,2023-04-13 19:23:14.907181,275.23,Credit,e68805f0
45213748,05fb943c,2024-11-08 12:23:47.656069,465.55,Credit,d16d28f7
4aed2aa3,b69fbb70,2023-05-31 11:57:06.884603,87.23,Credit,da6c643d
5370c918,05fb943c,2023-03-25 22:52:39.216600,42.12,Debit,66020d54
718eeaa3,863dd868,2023-01-28 01:27:08.647577,168.88,Debit,f810fe58
f07ef221,8378da82,2023-06-30 10:50:01.264450,196.69,Debit,86041576
7475228b,836804b4,2024-03-16 08:53:37.027263,369.97,Debit,3e88b9f3
8d5dfcd8,4aeaf516,2023-01-13 12:23:02.630963,186.89,Credit,da6c643d
bb7f575c,d5598fe2,2024-09-10 20:29:47.266807,60.39,Debit,e9f725a2
d2331388,472dc831,2024-04-19 03:43:35.006136,259.94,Debit,91e65669
fb38a0d1,14332485,2023-04-13 03:33:45.014242,58.44,Debit,7a230df6
5d006b33,17d87014,2023-08-11 15:17:53.307977,232.42,Credit,a44f000c
e08e6921,adb72718,2024-06-10 12:35:39.405093,9.84,Debit,90e33d75
ced75817,5e987a10,2022-12-19 12:47:02.508608,44.08,Debit,2c4123fb
2b8bdb29,8cf86d63,2023-05-12 00:13:00.022852,465.6,Debit,5f237fd7
6b0a80f3,8177da3a,2024-02-03 14:49:12.009612,7.13,Debit,848c66f3
e60ac6ae,863dd868,2023-03-07 18:12:57.087016,359.15,Credit,fa2e7c66
e487fa05,5918be1b,2024-11-01 02:41:52.238385,109.63,Debit,a1b35095
c44f4fd8,32fd32f2,2023-08-01 18:11:45.378696,54.11,Debit,a1b35095
ee5542aa,1e32d28e,2023-03-03 17:21:11.307150,126.54,Debit,90ba1694
4a7d69c7,b1e599ac,2024-10-25 19:16:01.314055,162.93,Credit,cee2da88
68edc32a,7e211b04,2023-09-27 21:51:37.020579,10.19,Credit,ec61d128
39b64f51,8cf86d63,2023-02-24 14:14:30.011123,37.67,Credit,7a230df6
f313054f,86e6b20a,2024-09-27 21:08:29.632792,192.24,Credit,7615700f
95ddbe4c,a7e3e832,2023-04-02 21:00:33.189319,321.91,Credit,f810fe58
08fcc372,53ebba78,2023-04-14 08:31:34.712630,257.45,Debit,2c4123fb
c1be14c0,c55d411f,2024-02-21 04:35:02.848189,368.86,Credit,848c66f3
673eee8d,3cb9e55a,2023-03-31 21:43:26.413143,301.57,Credit,cee2da88
3fc8a012,0617ec88,2023-02-12 16:12:42.342036,17.41,Credit,2de2fb3d
7185712f,00a572a7,2024-06-24 20:43:56.467504,383.7,Debit,8724f3ee
1b5edede,c5935daa,2023-09-12 13:58:11.955899,473.48,Debit,a44f000c
b470ecfd,14332485,2024-03-19 08:36:56.842833,123.03,Debit,86041576
8deb76cf,0e2aa613,2023-12-25 00:44:56.053700,414.15,Credit,d32f5f25
34cce33f,5d5e3fd8,2024-08-26 13:40:44.379247,47.89,Debit,ea15471e
de229cce,5e987a10,2024-05-28 07:35:07.812838,187.98,Debit,da6c643d
23da9361,b5353851,2024-01-28 12:32:16.348752,44.72,Debit,e9b973b7
e9f2fbc3,91c8b0e7,2023-07-31 09:09:47.290226,193.44,Credit,2c4123fb
f54e9e78,41102d7a,2024-09-25 02:45:33.566795,100.48,Debit,0351f38d
b3049fd4,9efcedc5,2024-08-14 23:37:34.071881,440.99,Debit,91e65669
de8c64d7,04e89bc5,2024-06-09 22:27:26.808172,129.39,Credit,0351f38d
812bcea9,f35c7234,2023-03-23 09:35:14.076514,38.21,Credit,844693ac
37146fef,3cb9e55a,2023-10-14 17:24:44.726622,496.2,Debit,66a5fec6
b8ca0701,15287fdc,2023-04-24 03:56:00.192648,16.7,Debit,65e24620
0359234a,86e6b20a,2024-01-04 00:13:02.657275,473.22,Credit,7615700f
41365664,d6451756,2023-07-17 21:23:34.515953,305.99,Debit,a44f000c
8f50358c,9983a5a2,2024-05-28 11:44:11.979782,41.29,Debit,4a34dbe7
2eec16f9,836804b4,2024-03-30 12:39:19.504800,171.61,Debit,4a34dbe7
31fa5de1,b5353851,2023-03-17 22:56:23.837766,331.39,Credit,d32f5f25
5e42bdfc,46f749bf,2024-05-31 14:13:52.708248,318.48,Debit,da747605
5816e0b9,172ee023,2023-01-12 06:15:09.538127,207.55,Credit,4a34dbe7
2fcf37dd,07ff77b1,2024-07-18 21:14:53.863551,422.4,Credit,e68805f0
977cd336,9f271a30,2024-03-21 22:46:30.927008,93.58,Debit,fa2e7c66
649ca630,ef785919,2023-08-18 01:51:27.645432,202.31,Credit,24d53cba
af61feae,4b69e51a,2024-01-20 01:22:47.577425,46.68,Credit,ea15471e
519bfeae,55e39723,2023-04-09 08:22:51.732466,19.97,Debit,90ba1694
594f083e,9efcedc5,2023-01-30 18:11:30.801357,496.6,Credit,86041576
f7a7efe4,d6451756,2024-07-11 18:05:59.487409,445.96,Credit,8724f3ee
cd5a8b19,04e89bc5,2023-09-11 05:18:10.028214,499.78,Credit,2c4123fb
fe1fda2a,13345f91,2023-12-14 19:41:34.491571,458.03,Credit,2de2fb3d
2248f1c9,35a99d2e,2023-02-20 09:44:49.200891,243.8,Debit,a309543a
628e7021,7f5db412,2023-01-04 05:30:31.819257,59.18,Credit,29797128
7736e2f3,9e626087,2023-09-17 01:10:25.490502,232.64,Debit,3e88b9f3
4ef1d8e1,762678c1,2024-11-11 11:13:33.384121,397.53,Debit,5f237fd7
603465a7,13345f91,2023-10-15 16:23:23.871554,114.86,Credit,29797128
64950419,b5353851,2024-06-15 12:51:23.141444,161.7,Debit,f810fe58
6503d0e1,6b02b732,2024-03-31 23:18:41.952050,364.45,Credit,cee2da88
b628b99c,a15b6b49,2023-09-10 08:10:45.837067,189.06,Credit,2de2fb3d
30a049e5,75fd2c01,2023-01-26 04:32:46.764332,490.97,Credit,a44f000c
4186d8c4,b4cdd0c2,2023-12-07 07:57:01.637495,442.71,Credit,bceaddae
8943117c,5918be1b,2023-12-07 04:07:21.259393,25.15,Debit,a309543a
5b407dbe,13345f91,2023-08-30 06:45:35.040525,56.98,Debit,e9b973b7
d0ec8750,8177da3a,2024-04-22 07:12:37.451885,19.68,Debit,fa2e7c66
a7d3432c,35a99d2e,2024-10-27 23:13:03.545878,397.58,Debit,90ba1694
a50b1dd1,09bfee82,2024-05-25 14:50:54.866666,86.71,Debit,3fc071a8
b09b02f5,75fd2c01,2023-11-19 19:20:37.456445,402.83,Debit,d32f5f25
c99dfdc3,3cb9e55a,2023-02-14 14:53:06.904358,106.67,Credit,3e88b9f3
7c101427,2f7a2393,2023-07-22 14:28:13.338587,244.44,Debit,91e65669
20527f19,f9aeee36,2024-03-29 09:03:41.647056,474.82,Credit,848c66f3
c3311c36,91c8b0e7,2023-04-09 14:06:35.395712,417.19,Credit,86041576
ab6c633c,6bac6579,2024-05-05 18:26:07.510192,382.39,Credit,009a6b1f
87f88262,d1a0e71c,2022-12-18 05:28:13.763581,351.17,Debit,a44f000c
65cb53c9,e27bf7b3,2023-07-02 21:42:30.543882,269.42,Credit,a1b35095
d48cdead,d721ff46,2023-12-17 02:33:09.238914,342.69,Credit,c0835974
73de65aa,04e89bc5,2023-04-22 12:54:22.210201,134.68,Credit,aca2ee9d
888cbd3f,0617ec88,2024-01-13 04:07:48.666341,216.06,Debit,fa2ce6cb
fdf4f92d,4aeaf516,2024-03-08 15:15:23.070329,312.32,Debit,2de2fb3d
a67fedf9,8f3e41c8,2024-07-04 23:07:49.479830,234.63,Debit,aca2ee9d
629f7976,a0e0af59,2023-05-20 22:30:54.151794,166.27,Credit,a309543a
3df01f52,d134f7ef,2023-05-05 12:38:03.154036,414.05,Debit,10d2aaf9
bbefcf29,a2d122e7,2024-08-22 14:03:21.436500,292.79,Credit,9f3a5c1a
83c25bf5,f108202c,2023-09-05 02:12:18.495084,117.78,Debit,24d53cba
641406b5,0e2aa613,2023-07-11 18:45:40.946490,12.58,Credit,90e33d75
e6cf3a67,2f7a2393,2023-08-10 03:49:44.054667,466.93,Credit,472abbc8
edc97c29,0a39754f,2023-10-13 22:34:03.576214,286.5,Credit,10d2aaf9
8a78c2ae,8fac0de5,2023-12-01 09:14:11.635201,99.92,Credit,29797128
86c91f2b,5918be1b,2024-03-13 10:59:18.539559,325.43,Debit,21563bba
198e1c2a,53ebba78,2024-06-26 07:13:16.126053,255.07,Credit,f810fe58
ad9f79ed,ee698173,2023-01-13 10:18:07.766172,28.19,Debit,90e33d75
69ac321b,a2d122e7,2023-10-03 23:18:28.373855,164.9,Credit,e9b973b7
73408996,9e626087,2024-03-28 18:33:53.264395,314.74,Debit,7a230df6
a63d36ef,f108202c,2024-01-20 03:26:45.067611,209.82,Debit,a309543a
0e642146,b69fbb70,2023-10-02 23:00:19.958824,409.33,Credit,29797128
d4a5bd54,b69fbb70,2024-11-08 08:23:11.765859,196.72,Debit,cee2da88
3eee0d05,cfded30e,2024-03-29 15:45:19.138459,280.09,Debit,a1b35095
7808cfc6,8f3e41c8,2022-12-20 10:13:34.352308,432.16,Credit,bceaddae
92f7b779,35a99d2e,2024-09-06 08:00:23.632951,486.84,Credit,fa2e7c66
dff9402f,7d40453a,2023-10-03 14:31:15.499739,182.92,Debit,2c4123fb
5f072e36,41102d7a,2023-12-14 17:44:03.921971,353.28,Debit,0351f38d
25bb74cb,6bac6579,2023-11-16 06:05:32.178649,391.21,Debit,4a34dbe7
f3ad5c54,0f808f0e,2023-02-21 00:04:44.058708,161.43,Debit,3017740f
58eb1c6a,b1e599ac,2024-01-24 07:44:44.676564,408.96,Debit,66a5fec6
7e3d3fde,3bbc5650,2023-12-21 20:13:02.991358,280.2,Debit,c12929e6
bdcdf770,d721ff46,2024-12-12 21:49:28.515974,177.91,Debit,3fc071a8
8c6a7685,c716b233,2024-08-14 07:05:49.989424,494.22,Credit,848c66f3
1f94d5e4,bbd420fb,2023-09-27 17:41:08.219977,212.22,Credit,fa2ce6cb
29f63c8c,2952e248,2024-12-10 09:31:37.492813,46.24,Debit,666f6ba9
615ced14,d721ff46,2024-12-04 17:35:19.886399,15.35,Debit,b30db867
4ee6c52e,762678c1,2024-07-08 06:25:05.966964,26.01,Debit,e9b973b7
040c19d8,b760fd4d,2024-02-05 21:44:42.612950,254.08,Credit,2de2fb3d
3e89cd0d,7f5db412,2023-12-07 06:50:13.699204,423.18,Debit,fa2ce6cb
bb945f75,2952e248,2024-03-09 11:08:32.942628,476.4,Credit,da747605
f54449dd,9efcedc5,2023-03-28 08:21:37.609400,201.72,Debit,d16d28f7
80b68c25,63819e17,2024-06-06 07:35:57.496838,335.76,Debit,fa2e7c66
60e1e784,e91cd522,2024-09-01 00:01:02.285274,449.45,Debit,b30db867
b1ac5428,3ab6c50f,2023-05-30 06:11:04.149957,158.05,Debit,2de2fb3d
b6e4ba38,8cf86d63,2024-01-07 15:42:04.646194,475.46,Debit,472abbc8
02dab2d8,13345f91,2024-05-18 06:54:13.789102,458.03,Credit,90e33d75
df49af46,4b69e51a,2023-06-11 07:59:41.239408,454.23,Credit,e68805f0
b84d7e5c,9983a5a2,2023-01-06 15:24:47.469508,336.98,Credit,d32f5f25
28b471ee,d0603040,2023-09-26 19:47:03.281273,437.26,Debit,aca2ee9d
383c0366,5e987a10,2024-03-06 04:45:30.441869,475.32,Credit,d16d28f7
af82e4dd,9983a5a2,2024-09-08 10:14:05.226657,97.81,Credit,91e65669
3baf895a,dab6ff24,2023-02-23 19:22:49.051472,226.23,Credit,e9f725a2
b0dd87c8,7f5db412,2023-06-14 10:26:15.401332,67.08,Debit,d16d28f7
5351a50d,762678c1,2023-08-07 13:37:03.823457,311.79,Debit,c0835974
2a2efd6e,75fd2c01,2023-09-28 20:10:59.838115,458.36,Debit,3e88b9f3
1fb27b58,863dd868,2023-06-15 19:33:53.826417,133.68,Debit,2c4123fb
55892a50,35a99d2e,2023-10-28 21:50:37.872297,214.46,Debit,3fc071a8
95414846,3e7b6a86,2024-10-27 15:02:53.024232,169.84,Debit,4a34dbe7
a21929f7,3413b48b,2023-05-05 12:41:30.253763,199.44,Debit,8724f3ee
079f5655,e5122086,2023-12-17 19:08:01.725847,100.01,Credit,b30db867
84cab5e1,e05ad7ee,2023-12-28 08:12:33.020868,290.87,Credit,7615700f
1a92b009,e045e3ba,2024-04-23 06:42:52.040725,180.55,Debit,8724f3ee
d50191e7,3413b48b,2023-05-03 12:26:51.240523,68.93,Debit,aca2ee9d
ee4e2206,1e32d28e,2024-02-15 22:12:34.431170,163.04,Debit,3017740f
57a62954,07ff77b1,2023-05-15 11:38:14.045378,450.23,Debit,b30db867
16fe3770,762678c1,2023-08-07 01:33:56.878518,487.58,Debit,90ba1694
768195ba,6ee70f96,2024-01-25 21:49:19.916547,27.83,Credit,c12929e6
1149c525,4ca2a46b,2024-10-02 01:15:02.068422,462.07,Debit,2c4123fb
f24b8250,dab6ff24,2023-08-10 17:50:21.936210,492.16,Credit,a309543a
09b18926,b4cdd0c2,2024-04-04 17:49:59.244101,81.23,Credit,c12929e6
4187cc07,e5122086,2024-06-13 14:34:51.282046,66.21,Debit,8724f3ee
264e2167,cfded30e,2023-12-29 02:41:11.488228,185.35,Credit,8724f3ee
abf0a9ca,b69fbb70,2023-04-17 08:26:56.007927,493.8,Debit,8724f3ee
e3b6bdce,d0603040,2023-07-01 07:10:13.022622,345.44,Debit,91e65669
e14afdb0,29346d58,2023-12-15 15:28:00.713936,477.44,Credit,86041576
7cd99791,07ff77b1,2023-09-26 11:02:29.433603,30.0,Debit,fa2ce6cb
216f9fc0,9983a5a2,2024-03-05 11:07:06.532944,480.73,Debit,844693ac
2a17299c,b5353851,2023-10-22 18:07:04.536042,480.68,Debit,d16d28f7
50206d9c,7f5db412,2024-10-11 18:26:54.954497,169.8,Credit,7a230df6
086ead6b,6ee70f96,2023-12-18 05:54:06.820266,227.04,Credit,5f237fd7
c2e4c3e7,86e6b20a,2022-12-29 21:09:23.430216,46.3,Debit,9f3a5c1a
afce204d,e045e3ba,2024-05-29 03:49:08.028208,392.83,Debit,844693ac
b191d9e3,d721ff46,2023-09-20 16:23:27.360614,379.36,Credit,cee2da88
6e0b5d29,ebea35ad,2023-04-28 17:10:11.133636,207.18,Credit,7615700f
262dc292,e4b1c0b2,2024-11-05 04:02:45.395455,30.95,Credit,ec61d128
39670513,4b69e51a,2024-04-11 04:39:56.639972,344.44,Credit,66020d54
187ee53a,b8e3bec2,2023-05-05 16:27:38.329926,351.84,Debit,7615700f
671d9966,3bbc5650,2023-06-02 07:18:11.973958,326.47,Credit,a44f000c
c5ca4809,3e7b6a86,2023-10-31 16:41:21.164643,74.16,Debit,5f237fd7
63ec7322,bb0edd72,2023-02-02 09:52:29.635010,376.8,Debit,90ba1694
4c93804b,f108202c,2024-01-09 09:15:40.376266,52.91,Credit,e9f725a2
a2ab2414,d0fbbb99,2024-04-18 20:10:40.446908,45.32,Credit,ea15471e
ee855d37,d0fbbb99,2024-05-13 10:04:48.366240,89.73,Debit,3017740f
754bd7fa,e0e68124,2023-04-19 04:29:40.091125,5.16,Credit,a1b35095
71f0b0cc,5d5e3fd8,2024-04-28 14:05:02.801893,71.92,Credit,f810fe58
68e27fa3,bbd420fb,2023-10-08 22:24:21.284953,210.15,Debit,3017740f
c1ec5beb,13345f91,2023-09-23 06:41:54.070196,103.6,Credit,3017740f
48f1420f,e5122086,2024-10-20 09:44:24.879045,104.19,Debit,848c66f3
85c67fb4,cfded30e,2024-07-10 03:46:48.099861,486.14,Credit,29797128
a6362927,63819e17,2023-12-11 19:02:03.584121,248.12,Credit,666f6ba9
74803132,da3a79b2,2023-06-10 16:36:03.186966,89.09,Debit,da6c643d
8f3f8fe1,5198639a,2024-05-23 07:07:07.928010,242.07,Credit,848c66f3
88a03826,8177da3a,2023-07-11 18:24:47.949637,247.56,Debit,da747605
d4fc13fd,8034daa3,2023-11-01 10:51:59.763406,339.32,Debit,7615700f
65a47284,641fe64b,2024-02-13 15:11:31.410014,221.9,Credit,2c1098d6
74dfe6ee,c55d411f,2023-10-21 11:57:09.923599,227.48,Credit,7615700f
50fdd63a,6b7cf312,2023-07-20 20:56:43.837221,301.33,Credit,fa2ce6cb
078f602d,e27bf7b3,2024-11-08 20:42:08.695437,332.13,Credit,7615700f
7f20866b,6bac6579,2023-05-12 06:39:18.062339,176.6,Credit,8724f3ee
178c9324,5d5e3fd8,2023-11-29 23:19:21.916272,266.05,Credit,aca2ee9d
23d2fe59,6bac6579,2023-09-22 19:34:39.072411,265.12,Debit,24d53cba
fce1a6db,ee698173,2024-05-25 10:35:35.714972,426.87,Debit,8724f3ee
9e4bbf8f,87723bbb,2024-08-21 11:04:41.115284,438.72,Credit,65e24620
a0d8bc2a,d721ff46,2023-10-11 07:51:53.279613,217.82,Debit,e9b973b7
e51b35e2,8f3e41c8,2024-09-18 21:15:50.056283,421.53,Debit,3e88b9f3
9c1be118,61e90f28,2023-06-13 00:16:45.278707,38.73,Credit,c0835974
6d151655,01022575,2024-07-04 01:22:51.497807,498.51,Credit,844693ac
33826de7,2f7a2393,2024-06-01 10:47:32.511564,151.36,Debit,9f3a5c1a
3204b203,6b02b732,2023-02-11 18:53:40.718957,356.74,Debit,bceaddae
0d2e1a1a,0617ec88,2024-05-24 08:47:15.373578,330.22,Credit,91e65669
7584ca29,8034daa3,2024-10-03 08:40:19.015869,284.32,Debit,da6c643d
72193de8,0e2aa613,2024-05-10 23:22:23.333331,353.93,Debit,86041576
f7bf0ebd,2f7a2393,2023-10-08 09:30:55.055840,342.78,Debit,d32f5f25
80a16319,3bbc5650,2024-05-05 11:58:18.763995,489.54,Debit,b30db867
256695b9,b714d8df,2024-08-28 10:34:12.652724,351.19,Credit,66a5fec6
280d3bd8,adb72718,2024-01-23 06:22:28.017055,346.93,Credit,86041576
f52536c0,fcbf7024,2024-01-10 18:10:28.670613,483.01,Credit,a309543a
87c1c25c,cfded30e,2023-02-20 15:05:24.791722,124.85,Debit,21563bba
bbbdb518,4574f371,2024-07-16 14:05:12.682384,340.28,Debit,c12929e6
aa0f92c3,99a94e4f,2023-09-18 22:08:32.238553,357.0,Credit,0351f38d
0ea1e4d5,b4cdd0c2,2024-04-04 09:10:24.256357,246.22,Credit,21563bba
78e22342,e05ad7ee,2024-01-11 23:51:01.040540,135.29,Credit,da747605
df981d30,6b7cf312,2024-09-26 08:46:11.647433,323.31,Credit,65e24620
9787d2a7,a15b6b49,2024-01-09 23:58:26.725267,164.28,Debit,66a5fec6
a84a571b,4ca2a46b,2024-04-25 06:53:22.793608,294.58,Credit,66a5fec6
3e5d52ad,00a572a7,2023-03-22 02:17:38.036173,213.67,Debit,91e65669
372dfee0,172ee023,2023-04-07 16:12:14.738002,491.11,Debit,90ba1694
2e4015af,44790e67,2023-02-06 06:06:41.842593,331.36,Debit,e9b973b7
1abafacb,e5f5045f,2023-07-11 06:03:56.196055,217.16,Credit,2de2fb3d
e9c4cd8d,6bac6579,2023-01-18 13:00:08.352654,184.39,Debit,7615700f
7cea7c26,3e7b6a86,2023-03-09 03:04:19.489134,44.74,Debit,2de2fb3d
5422ff1e,63819e17,2024-01-14 06:10:12.262269,175.22,Credit,7a230df6
4d0b3077,e5f5045f,2024-06-26 04:00:59.263121,140.97,Debit,65e24620
991e03da,e0e68124,2024-02-20 17:33:28.608799,375.76,Debit,a309543a
9aced75a,8f3e41c8,2023-12-08 19:56:15.236376,125.17,Debit,d32f5f25
b76e7fdb,86e6b20a,2024-05-12 20:39:44.883898,132.11,Credit,3fc071a8
58417ffc,215ce6bd,2024-10-06 22:58:57.613610,357.21,Debit,2c4123fb
509d1ce6,bb40caef,2024-04-05 14:32:40.598904,19.88,Debit,aca2ee9d
2a1f6282,07ff77b1,2024-12-06 23:25:57.930785,366.88,Debit,86041576
59860838,6a290284,2023-03-01 09:12:25.277315,226.04,Debit,3e88b9f3
a113a929,75fd2c01,2024-03-08 17:13:51.879276,48.5,Credit,844693ac
8b7e4274,4b69e51a,2024-08-08 11:41:47.689955,40.97,Credit,d32f5f25
21823429,ae973d2f,2023-08-11 16:49:58.145125,17.83,Credit,666f6ba9
c030f301,8f3e41c8,2023-04-04 09:45:20.262148,219.57,Credit,21563bba
10c1587c,8378da82,2023-09-09 01:18:01.138437,479.7,Credit,2c1098d6
233f48ce,6559cf71,2024-03-22 00:27:19.955294,234.53,Credit,c12929e6
fe68c8dd,bb0edd72,2024-11-10 14:53:20.930237,433.55,Credit,3017740f
63cd2432,f108202c,2024-04-29 12:29:55.356657,53.19,Debit,2c4123fb
edaf39b8,87723bbb,2023-08-03 02:28:17.973947,124.94,Credit,29797128
76f62ca4,b69fbb70,2024-10-10 22:31:08.603737,38.83,Credit,3fc071a8
c3c89afc,472dc831,2023-09-30 18:00:12.400551,476.27,Credit,ea15471e
40b6e9dc,a02c03e6,2023-12-10 16:55:24.373564,327.87,Credit,2c1098d6
dc626002,e27bf7b3,2023-01-31 14:51:34.295588,364.43,Debit,ec61d128
7c61d331,bb0edd72,2023-03-25 13:57:59.596479,443.22,Debit,aca2ee9d
34bf0eeb,63819e17,2023-08-19 17:28:21.303884,402.89,Credit,848c66f3
94205903,da3a79b2,2023-12-21 02:52:49.913703,318.28,Credit,aca2ee9d
d713b1ed,34c70067,2024-11-28 14:28:28.540866,63.83,Debit,65e24620
81fc3370,83e43264,2024-01-17 16:52:45.736622,228.64,Credit,fa2e7c66
aff1ad59,e5f5045f,2024-05-03 20:27:50.126510,41.31,Debit,c12929e6
279e818b,efd2f050,2023-06-07 07:08:44.103131,298.86,Credit,2c4123fb
78b9bec2,7d40453a,2023-01-08 10:36:49.038912,230.71,Credit,90ba1694
6e1e16e7,7f5db412,2024-04-10 18:28:26.331371,18.13,Credit,e68805f0
59d650c1,9e626087,2023-01-17 23:22:30.663427,312.96,Debit,009a6b1f
77a546b3,472dc831,2024-08-01 04:28:03.138880,100.52,Debit,2c4123fb
a59bf9f4,5918be1b,2024-11-21 15:19:50.162868,151.3,Credit,9f3a5c1a
d4ea203a,4ea84515,2024-01-20 08:12:45.735304,191.59,Debit,65e24620
3dcc691e,f9aeee36,2024-03-20 15:26:04.761453,113.58,Debit,c0835974
460a1a04,5d5e3fd8,2023-01-19 02:14:09.296472,307.89,Credit,65e24620
960a3d44,641fe64b,2023-03-05 18:37:11.836900,269.58,Credit,0351f38d
350571f6,fcbf7024,2023-08-16 21:42:04.302706,484.54,Credit,aca2ee9d
742ec5ad,b8e3bec2,2023-03-07 15:08:03.718265,412.45,Credit,21563bba
65a73756,8cf86d63,2023-05-16 18:57:05.503175,281.79,Debit,3e88b9f3
e8c1e622,e045e3ba,2022-12-25 17:44:27.035568,269.99,Credit,e9b973b7
6e4f73c5,7e263c5b,2023-05-27 06:10:48.583902,358.42,Debit,cee2da88
b781a64d,7d40453a,2024-01-17 20:04:27.891247,461.97,Credit,5f237fd7
670d545c,adb72718,2023-11-07 20:08:58.271516,122.51,Credit,3017740f
739babac,6a290284,2024-12-10 13:34:15.554879,479.93,Credit,29797128
2a3fcf94,986ecd10,2023-11-13 06:07:31.278947,155.7,Debit,f810fe58
982e4548,d0fbbb99,2024-05-21 03:38:34.232221,411.4,Debit,c0835974
6d321b10,a02c03e6,2024-01-24 14:18:24.622391,492.63,Debit,a44f000c
5820860a,6b7cf312,2023-08-07 08:33:33.138264,148.77,Debit,666f6ba9
d11be13a,35a99d2e,2023-07-20 04:50:45.214389,342.35,Credit,cee2da88
942c05ee,bb0edd72,2024-05-02 08:04:24.787053,169.61,Debit,8724f3ee
75c101dc,1e32d28e,2023-08-28 22:39:29.842911,69.13,Debit,24d53cba
4fb011a2,4574f371,2024-08-13 22:16:06.733604,395.95,Credit,aca2ee9d
786810ce,ef785919,2022-12-24 02:00:47.546674,344.33,Credit,bceaddae
faa6c124,ee698173,2024-01-06 06:00:56.162325,318.09,Debit,90ba1694
3d2d6e4c,0a39754f,2023-09-12 15:25:48.275101,18.29,Debit,91e65669
26a80588,6b7cf312,2023-12-08 13:22:31.213473,92.23,Debit,d16d28f7
85700a5a,4b69e51a,2023-08-09 11:09:17.628027,497.56,Credit,ec61d128
936b8e17,3bbc5650,2024-07-19 09:25:37.876581,138.78,Debit,c0835974
3ebdfe1e,ebea35ad,2024-11-13 14:35:53.666995,58.22,Credit,e9f725a2
117f7d99,6c885c73,2024-07-30 08:38:43.247190,215.66,Debit,fa2ce6cb
9f57984e,8fac0de5,2023-06-14 12:45:39.407450,469.16,Debit,90ba1694
d91acaae,5918be1b,2023-01-26 10:29:53.879807,396.1,Debit,ec61d128
c4b22189,87723bbb,2024-10-19 17:51:09.382174,35.79,Debit,a44f000c
2763e23f,ebea35ad,2024-01-31 14:32:53.781482,278.83,Credit,cee2da88
fc871b32,e91cd522,2023-10-13 17:09:26.481862,401.71,Debit,b30db867
113bb20b,01022575,2023-04-18 09:59:02.324377,98.77,Credit,8724f3ee
03358c27,e0e68124,2023-10-27 15:20:10.978700,79.49,Debit,f810fe58
da9d3684,3320d93a,2024-04-12 13:13:56.345283,241.82,Debit,fa2e7c66
1fdfbd58,04e89bc5,2023-07-06 19:27:00.772033,318.82,Debit,5f237fd7
020ead39,8034daa3,2023-02-10 12:28:27.192717,495.07,Debit,aca2ee9d
c93057ee,b1e599ac,2024-08-19 07:58:07.813363,135.6,Credit,c0835974
905175c2,abbc74a5,2024-08-18 12:00:47.182341,237.22,Credit,66a5fec6
fa8b52d4,e0e68124,2023-10-03 00:18:08.574219,496.32,Credit,7a230df6
22c313e5,3bbc5650,2024-08-26 02:21:54.561132,395.93,Credit,10d2aaf9
0f0bd2f2,a15b6b49,2023-11-02 16:06:26.513617,285.0,Debit,5f237fd7
3a61d13a,dab6ff24,2023-05-01 05:17:54.090819,238.59,Debit,5f237fd7
e983d593,2f2c8cf0,2023-03-22 13:46:17.901255,290.54,Debit,fa2ce6cb
4eb2640a,cfded30e,2024-01-27 01:53:05.934726,452.9,Credit,d16d28f7
d37c5b80,9efcedc5,2024-05-30 11:04:02.418264,364.45,Debit,90e33d75
35688814,d119d5c6,2024-05-14 00:32:37.065980,94.96,Debit,d16d28f7
d5108e04,bb0edd72,2023-04-24 20:22:41.054752,69.06,Credit,ea15471e
09c60e15,cfded30e,2024-05-10 02:43:42.041137,224.76,Debit,86041576
261f14d5,bb40caef,2024-09-23 01:13:53.614976,281.45,Credit,009a6b1f
484e6c4e,2952e248,2022-12-22 07:39:18.370655,25.22,Credit,aca2ee9d
12d46ff9,337bcc65,2024-10-27 10:14:07.137358,329.34,Debit,e9b973b7
